name,id,region,region_code,city,lat,lon
MOSCIANO S. ANGELO,S07904,Abruzzo,19,A,42.710309,13.908563
MOSSA,S03302,Friuli-Venezia Giulia,10,A,45.935114,13.547281
MOTTA CAMASTRA,S12360,Sicilia,14,A,37.890651,15.163764
MOTTA DI LIVENZA,S02767,Veneto,12,A,45.779114,12.607118
MOTTA S. DAMIANO,S01862,Lombardia,1,A,45.178344,9.219866
MOTTA SAN GIOVANNI LAZZARO,S11865,Calabria,17,A,37.976978,15.659977
MOTTEGGIANA,S02339,Lombardia,1,A,45.029685,10.755439
MOZIA-BIRGI,S12105,Sicilia,14,A,37.884956,12.499016
MOZZATE,N00016,N/A,N/A,N/A,N/A,N/A
MOZZECANE,S02332,Veneto,12,A,45.306687,10.823657
MULINETTI,S04713,Liguria,2,A,44.362614,9.129499
MURATELLA,S08400,Lazio,5,A,41.826182,12.412696
MURLO,S06876,Toscana,13,A,43.11398,11.400394
MUSEI,S12953,Sardegna,20,A,39.28837,8.676528
MUSIANO-PIAN DI MACINA,S05139,Emilia Romagna,8,A,44.402423,11.344912
MUSSOTTO,S00824,Piemonte,3,A,44.713227,8.015194
MUZZANA DEL TURGNANO,S03204,Friuli-Venezia Giulia,10,A,45.816817,13.132376
NAGYKANIZSA,S03624,N/A,N/A,N/A,N/A,N/A
NAPOLI CAMPI FLEGREI,S09103,Campania,18,A,40.822462,14.194649
NAPOLI CENTRALE,S09218,Campania,18,Napoli,40.852933,14.272908
NAPOLI GIANTURCO,S09110,Campania,18,A,40.853959,14.288213
NAPOLI MERGELLINA,S09105,Campania,18,A,40.831531,14.218662
NAPOLI MONTESANTO,S09107,Campania,18,A,40.847807,14.244022
NAPOLI PIAZZA GARIBALDI,S09109,Campania,18,A,40.852326,14.275159
NAPOLI PIAZZA LEOPARDI,S09104,Campania,18,A,40.82397,14.199117
NAPOLI S.GIOV.BARRA,S09800,Campania,18,A,40.831269,14.307811
NAPOLI SCALO MERCI,S09010,N/A,N/A,N/A,N/A,N/A
NAPOLI TRACCIA,S09220,N/A,N/A,N/A,N/A,N/A
NARNI AMELIA,S07230,Umbria,6,A,42.53128,12.519592
NARZOLE,S00734,Piemonte,3,A,44.598377,7.881597
NASISI,S11600,Puglia,16,A,40.50791,17.257802
NATURNO,S02211,N/A,9,A,46.645095,11.004303
NAVACCHIO,S06502,Toscana,13,A,43.685941,10.486806
NEIVE,S00827,Piemonte,3,A,44.723048,8.121071
NERA MONTORO,S07229,Umbria,6,Nera Montoro,42.497855,12.476587
NETTUNO,S08710,Lazio,5,Nettuno,41.459558,12.662123
NIARDO - LOSINE,N00227,N/A,N/A,N/A,N/A,N/A
NIBBIA,S00976,Piemonte,3,A,45.481363,8.557993
NICHELINO,S00511,Piemonte,3,A,44.99132,7.642068
NICORVO,S00273,Lombardia,1,A,45.275462,8.6712
NICOTERA,S11764,Calabria,17,A,38.549328,15.933749
NIELLA,S00739,Piemonte,3,A,44.415377,7.926365
NISCEMI,S12392,Sicilia,14,A,37.145,14.403471
NIZZA DI SICILIA,S12311,Sicilia,14,A,37.996937,15.412334
NIZZA MONFERRATO,S00834,Piemonte,3,Nizza,44.772905,8.361146
NOALE SCORZE`,S02510,Veneto,12,A,45.553833,12.074888
NOCERA INFERIORE,S09814,Campania,18,Nocera Inferiore,40.745318,14.635346
NOCERA INFERIORE MERCATO,S09709,Campania,18,A,40.745668,14.649129
NOCERA SUPERIORE,S09815,Campania,18,A,40.742597,14.672398
NOCERA TIRINESE,S11746,Calabria,17,A,39.015913,16.119677
NOCERA UMBRA,S07213,Umbria,6,A,43.100663,12.767207
NOCETO,S06101,Emilia Romagna,8,A,44.809934,10.147258
NOGARA,S05310,Veneto,12,Nogara,45.179937,11.070572
NOLA,S09700,Campania,18,Nola,40.923652,14.525004
NOLA INTERPORTO,S09699,N/A,N/A,N/A,N/A,N/A
NOLE,S00091,N/A,N/A,N/A,N/A,N/A
NONE,S00513,Piemonte,3,A,44.938011,7.540068
NOTARESCO,S07903,Abruzzo,19,A,42.706502,13.876365
NOTO,S12424,Sicilia,14,A,36.88247,15.074523
NOTO BAGNI,S12446,N/A,N/A,N/A,N/A,N/A
NOVA GORICA,S03303,N/A,N/A,N/A,N/A,N/A
NOVA SIRI ROTONDELLA,S11803,Basilicata,15,A,40.130311,16.644044
NOVARA,S00248,Piemonte,3,Novara,45.451376,8.624895
NOVARA FERROVIA NORD MILANO,S00023,N/A,N/A,N/A,N/A,N/A
NOVARA MONTALBANO FURNARI,S12039,Sicilia,14,Novara Mont.Fur.,38.121516,15.130702
NOVARA NORD,N00055,N/A,N/A,N/A,N/A,N/A
NOVATE MILANESE,S01070,N/A,N/A,N/A,N/A,N/A
NOVATE-MEZZOLA,S01403,Lombardia,1,A,46.216595,9.446573
NOVE,S02734,Veneto,12,A,46.050895,12.313312
NOVI LIGURE,S04203,Piemonte,3,Novi Ligure,44.762521,8.787289
NOZZANO,S06351,Toscana,13,A,43.829956,10.40716
NUCETTO,S00920,Piemonte,3,A,44.338871,8.061386
NUOVO SALARIO,S08231,Lazio,5,A,41.956195,12.510317
NUS,S00140,Valle d'Aosta,4,A,45.738786,7.4712
NUSCO,S09614,Campania,18,A,40.872272,15.095642
OCCHIOBELLO,S05710,Veneto,12,Occhiobello,44.899384,11.621197
ODERZO,S02765,Veneto,12,A,45.775304,12.49293
OFFICINE G.R. SALINE JONICHE,S11968,N/A,N/A,N/A,N/A,N/A
OFFIDA CASTEL DI LAMA,S07551,Marche,11,A,42.862074,13.720285
OGGIONO,S01460,Lombardia,1,A,45.788993,9.33748
OLBIA,S12855,Sardegna,20,Olbia,40.924595,9.498293
OLBIA MARITTIMA ISOLA BIANCA,S12901,Sardegna,20,Olbia M.I.B.,40.922597,9.523706
OLCENENGO,S00244,Piemonte,3,A,45.34147,8.310096
OLCIO,S01414,Lombardia,1,A,45.938011,9.313898
OLEGGIO,S00984,Piemonte,3,Oleggio,45.598029,8.632586
OLEVANO,S00036,Lombardia,1,A,45.212119,8.71182
OLGIATA,S08333,Lazio,5,A,42.01538,12.363864
OLGIATE-CALCO-BRIVIO,S01514,Lombardia,1,A,45.729166,9.40377
OLIVERI TINDARI,S12037,Sicilia,14,A,38.128346,15.056573
OLIVETTA SAN MICHELE,S04480,Liguria,2,Olivetta,43.878345,7.535066
OLMENETA,S01905,Lombardia,1,Olmeneta,45.231099,10.03194
OLMI SPERCENIGO,S02760,Veneto,12,A,45.679467,12.338101
OLTEN,S01150,N/A,N/A,N/A,N/A,N/A
OMEGNA,S00010,Piemonte,3,A,45.87179,8.413291
OMEGNA CRUSINALLO,S00008,Piemonte,3,A,45.898138,8.413929
OMIGNANO SALENTO,S11708,Campania,18,A,40.252688,15.134406
ORA,S02031,N/A,9,A,46.36092,11.296781
ORBETELLO,S08004,Toscana,13,Orbetello,42.450615,11.248972
ORCIANO,S06022,Toscana,13,A,43.500263,10.477566
ORDONA,S11202,Puglia,16,A,41.315006,15.620567
ORIA,S11605,Puglia,16,A,40.508167,17.646534
ORICOLA-PERETO,S08518,Abruzzo,19,A,42.067835,13.044214
ORIO LITTA,S01870,Lombardia,1,A,45.166778,9.550592
ORIOLO,S08313,Lazio,5,A,42.166825,12.138499
ORIS,S02203,N/A,9,A,46.626672,10.645989
ORISTANO,S12878,Sardegna,20,Oristano,39.902033,8.603974
ORMEA,S00927,N/A,N/A,N/A,N/A,N/A
ORNAVASSO,S00006,Piemonte,3,A,45.970296,8.415892
ORSA,S12121,Sicilia,14,A,38.190454,13.119126
ORSAGO,S02704,Veneto,12,A,45.928068,12.434259
ORSARA DI PUGLIA,S09320,Puglia,16,Orsara di Puglia,41.241899,15.27766
ORTA MIASINO,S00012,Piemonte,3,A,45.795865,8.421217
ORTANOVA,S11102,Puglia,16,A,41.350441,15.732059
ORTE,S08209,Lazio,5,Orte,42.43728,12.408986
ORTONA,S07815,Abruzzo,19,A,42.354196,14.407698
ORVIETO,S08203,Umbria,6,Orvieto,42.723379,12.127412
OSCHIRI,S12860,Sardegna,20,A,40.713273,9.107749
OSIMO CASTELFIDARDO,S07502,Marche,11,A,43.497033,13.547263
OSNAGO,S01512,Lombardia,1,A,45.678532,9.386995
OSPEDALETTO EUGANEO,S02395,Veneto,12,A,45.221706,11.606553
OSPEDALETTO LODIGIANO,S01871,Lombardia,1,A,45.16933,9.575164
OSPEDALICCHIO,S07012,Umbria,6,A,43.082369,12.506572
OSPITALE DI CADORE,S02554,Veneto,12,A,46.325771,12.318429
OSPITALETTO MANTOVANO,S01922,Lombardia,1,A,45.129748,10.604406
OSPITALETTO TRAVAGLIATO,S01716,Lombardia,1,A,45.546042,10.074363
OSTELLATO,S05175,N/A,N/A,N/A,N/A,N/A
OSTERIA NUOVA,S05302,Emilia Romagna,8,A,44.586613,11.236525
OSTIA PARMENSE,S06160,Emilia Romagna,8,A,44.520136,9.844981
OSTIGLIA,S05304,Lombardia,1,Ostiglia,45.072228,11.141059
OSTUNI,S11132,Puglia,16,A,40.752356,17.580809
OTTAVIA,S08324,N/A,N/A,N/A,N/A,N/A
OTTAVIANO,S09751,Campania,18,A,40.85256,14.493479
OULX CESANA CLAVIERE SESTRIERE,S00204,Piemonte,3,A,45.038789,6.831432
OVADA,S04103,Piemonte,3,Ovada,44.630377,8.632301
OVADA NORD,S04007,Piemonte,3,A,44.646656,8.644633
OVIGLIO,S00840,Piemonte,3,A,44.859537,8.494998
OZIERI CHILIVANI,S12862,Sardegna,20,Ozieri Chilivani,40.609496,8.933744
OZIERI FRAIGAS,S12861,Sardegna,20,A,40.627334,8.986497
OZZANO DELL'EMILIA,S05055,Emilia Romagna,8,A,44.450797,11.487297
OZZANO MONFERRATO,S00337,Piemonte,3,A,45.107581,8.372296
OZZANO TARO,S06152,Emilia Romagna,8,A,44.712268,10.141022
P.C.CANARO,S05709,Veneto,12,A,44.923012,11.675223
P.M. BADESSE,S06826,Toscana,13,A,43.382144,11.277136
P.M. RENO,S05047,N/A,N/A,N/A,N/A,N/A
P.M.TORRICCHIO,S09717,N/A,N/A,N/A,N/A,N/A
P.M.VAT,S03032,Friuli-Venezia Giulia,10,P.M.Vat.,46.092872,13.247412
PABILLONIS,S12881,Sardegna,20,A,39.610878,8.741013
PACE DEL MELA,S12045,Sicilia,14,A,38.202459,15.312676
PACECO,S12103,Sicilia,14,A,37.991354,12.550844
PACHINO,S12445,Sicilia,14,A,36.710144,15.094661
PADERNO,N00205,N/A,N/A,N/A,N/A,N/A
PADERNO DUGNANO,S01082,N/A,N/A,N/A,N/A,N/A
PADERNO ROBBIATE,S01502,Lombardia,1,A,45.678307,9.439202
PADIGLIONE,S08707,Lazio,5,A,41.513518,12.629476
PADOVA,S02581,Veneto,12,Padova,45.417846,11.880794
PADOVA CAMPO MARTE,S02650,N/A,N/A,N/A,N/A,N/A
PADULA,S09908,Campania,18,A,40.335142,15.629921
PADULI,S09313,Campania,18,A,41.146232,14.838878
PAESE,S02540,Veneto,12,A,45.669207,12.161677
PAESE CASTAGNOLE,S02602,Veneto,12,A,45.691182,12.182619
PAESTUM,S11703,Campania,18,A,40.421691,15.014915
PAGANI,S09813,Campania,18,A,40.74654,14.616996
PAGANICA,S07416,Abruzzo,19,A,42.334751,13.464317
PALAGIANELLO,S11508,Puglia,16,A,40.610906,16.975202
PALAGIANO CHIATONA,S11464,Puglia,16,A,40.516998,17.059217
PALAGIANO MOTTOLA,S11509,Puglia,16,A,40.601744,17.065478
PALAGONIA,S12279,Sicilia,14,A,37.318146,14.892565
PALAZZO REALE-ORLEANS,S12130,Sicilia,14,A,38.10878,13.353962
PALAZZO S.GERVASIO - MONTEMIL.,S11303,Basilicata,15,A,40.93929,15.98982
PALAZZOLO,S01083,N/A,N/A,N/A,N/A,N/A
PALAZZOLO DELLO STELLA,S03203,Friuli-Venezia Giulia,10,A,45.803403,13.083957
PALAZZOLO SULL`OGLIO,S01538,Lombardia,1,Palazzolo sull`Oglio,45.601486,9.896235
PALAZZOLO VERCELLESE,S00175,Piemonte,3,A,45.189004,8.232787
PALENA,S08904,Abruzzo,19,A,41.918401,14.105189
PALERMO BRANCACCIO,S12055,Sicilia,14,A,38.093141,13.392508
PALERMO CENTRALE,S12002,Sicilia,14,Palermo,38.109187,13.367515
PALERMO NOTARBARTOLO,S12134,Sicilia,14,A,38.132261,13.341572
PALESTRO,S00271,Lombardia,1,A,45.307274,8.534511
PALIDANO,S02343,Lombardia,1,A,44.972228,10.777412
PALIZZI,S11859,Calabria,17,A,37.91881,15.986405
PALLANZENO,S00002,Piemonte,3,A,46.043533,8.260645
PALLERONE,S06220,Toscana,13,A,44.204232,10.005173
PALMA S.GENNARO,S09701,Campania,18,A,40.864149,14.540472
PALMANOVA,S03122,Friuli-Venezia Giulia,10,A,45.906862,13.296461
PALMI,S11769,Calabria,17,A,38.364914,15.84438
PALO LAZIALE,S08018,Lazio,5,A,41.939327,12.102739
PALOMBINA,S07112,Marche,11,A,43.61701,13.429721
PANICAGLIA,S06605,Toscana,13,A,43.978449,11.407511
PANTANELLA,S08699,N/A,N/A,N/A,N/A,N/A
PANTIERE DI CASTELBELLINO,S07234,Marche,11,A,43.500941,13.183116
PAOLA,S11739,Calabria,17,Paola,39.359442,16.033093
PARABIAGO,S01035,Lombardia,1,A,45.552441,8.946319
PARATICO SARNICO,S01620,Lombardia,1,Paratico S.,45.662478,9.961417
PARCO LEONARDO,S08412,Lazio,5,A,41.79932,12.29543
PARCO PRENESTINO,S08495,N/A,N/A,N/A,N/A,N/A
PARCO PRENESTINO BIN. ESTERNI,S08498,N/A,N/A,N/A,N/A,N/A
PARGHELIA,S11759,Calabria,17,A,38.683341,15.925042
PARMA,S05014,Emilia Romagna,8,Parma,44.810203,10.32837
PARONA LOMELLINA,S01060,Lombardia,1,A,45.280107,8.780315
PARTINICO,S12124,Sicilia,14,A,38.05857,13.108956
PASSIGNANO SUL TRASIMENO,S07001,Umbria,6,A,43.188324,12.133128
PASSIRANO,N00206,N/A,N/A,N/A,N/A,N/A
PASTENA,S09836,N/A,N/A,N/A,N/A,N/A
PATERNOPOLI,S09607,Campania,18,A,40.972903,15.009932
PATTI-SAN PIERO PATTI,S12036,Sicilia,14,A,38.146905,14.975331
PAULILATINO,S12874,Sardegna,20,A,40.077373,8.775812
PAVIA,S01860,Lombardia,1,Pavia,45.188843,9.144674
PAVIA PORTA GARIBALDI,S01861,Lombardia,1,A,45.183996,9.167331
PAVONA,S08731,Lazio,5,A,41.723897,12.61116
PEDASO,S07510,Marche,11,A,43.094694,13.844906
PEDEROBBA CAVASO POSSAGNO,S02567,Veneto,12,A,45.877299,11.965222
PEGOGNAGA,S05154,N/A,N/A,N/A,N/A,N/A
PELLEZZANO,S09521,Campania,18,A,40.719928,14.777354
PENANGO,S00341,Piemonte,3,A,45.032254,8.235138
PERAROLO DI CADORE,S02553,Veneto,12,A,46.386277,12.352493
PERCA,S02060,N/A,N/A,N/A,N/A,N/A
PERCIANTI ARIANELLO,S09627,N/A,N/A,N/A,N/A,N/A
PERGINE,S02305,N/A,9,A,46.062482,11.232637
PERGOLA,S07060,Marche,11,Pergola,43.549653,12.832973
PERI,S02052,Veneto,12,Peri,45.658402,10.900314
PERPIGNAN,S78400,N/A,N/A,N/A,N/A,N/A
PERTENGO,S00311,Piemonte,3,A,45.233305,8.426739
PERTOSA,S09921,N/A,N/A,N/A,N/A,N/A
PERUGIA,S07004,Umbria,6,Perugia,43.103808,12.375567
PERUGIA PONTE S.GIOVANNI,S07005,Umbria,6,A,43.091801,12.438239
PERUGIA SILVESTRINI,S07013,N/A,N/A,N/A,N/A,N/A
PERUGIA UNIVERSITA',S07006,N/A,N/A,N/A,N/A,N/A
PESARO,S07104,Marche,11,Pesaro,43.906014,12.904848
PESCANTINA,S02057,N/A,N/A,N/A,N/A,N/A
PESCARA,S07810,Abruzzo,19,Pescara,42.467789,14.205066
PESCARA PORTA NUOVA,S07811,Abruzzo,19,A,42.458072,14.211663
PESCARA S. MARCO,S07017,Abruzzo,19,A,42.44613,14.208981
PESCHIERA DEL GARDA,S02088,Veneto,12,A,45.438502,10.702509
PESCIA,S06409,Toscana,13,A,43.886811,10.686074
PESCINA,S08532,Abruzzo,19,A,42.037564,13.668981
PESCOCANALE,S08811,Abruzzo,19,A,41.9589,13.391624
PESCOLANCIANO-CHIAUCI,S08915,Molise,7,A,41.678996,14.341588
PESCOSANNITA FRAGNETO L`ABATE,S09507,Campania,18,A,41.236154,14.788527
PESSIONE,S00457,Piemonte,3,A,44.965132,7.841321
PETINA,S09901,Campania,18,A,40.560347,15.389298
PETROSINO STRASATTI,S12109,Sicilia,14,A,37.725466,12.509434
PETTENASCO,S00011,Piemonte,3,A,45.820498,8.406802
PETTORANO SUL GIZIO,S08901,Abruzzo,19,A,41.974557,13.965036
PIACENZA,S05000,Emilia Romagna,8,Piacenza,45.052238,9.70633
PIADENA,S01919,Lombardia,1,Piadena,45.127608,10.369962
PIAN DEL MUGNONE,S06952,Toscana,13,A,43.813899,11.265994
PIAN DI BORNO,N00223,N/A,N/A,N/A,N/A,N/A
PIAN DI VENOLA,S05114,Emilia Romagna,8,A,44.332136,11.188609
PIANA,S00876,Liguria,2,A,44.486383,8.308796
PIANA BELLA MONTELIBRETTI,S08222,Lazio,5,A,42.105159,12.632938
PIANA DEL SIGNORE,S12394,Sicilia,14,A,37.056089,14.304292
PIANA DI M.VERNA,S09026,N/A,N/A,N/A,N/A,N/A
PIANCAMUNO - GRATACASOLO,N00218,N/A,N/A,N/A,N/A,N/A
PIANEROTTOLO DI ARIANO,S09317,Campania,18,A,41.188984,15.145482
PIANFEI,S00903,Piemonte,3,A,44.385228,7.717109
PIANIBBIE,S07990,N/A,N/A,N/A,N/A,N/A
PIANO D`ORTA BOLOGNANO,S07714,Abruzzo,19,A,42.254455,13.951514
PIANO ORIZZONTALE DEI GIOVI,S04216,Liguria,2,A,44.530912,8.9192
PIANORO,S05131,Emilia Romagna,8,A,44.380589,11.340675
PIANZANO,S02705,Veneto,12,A,45.913397,12.388168
PIAZZA AL SERCHIO,S06325,Toscana,13,A,44.182515,10.296615
PIAZZA AMEDEO,S09106,Campania,18,A,40.838506,14.232974
PIAZZA CAVOUR,S09108,Campania,18,A,40.855248,14.255175
PICERNO,S09833,Basilicata,15,A,40.640122,15.641612
PIEDIMONTE MATESE,S09999,N/A,N/A,N/A,N/A,N/A
PIEDIMONTE-V.S.L.-AQUINO,S08680,N/A,N/A,N/A,N/A,N/A
PIEDIMULERA,S00003,Piemonte,3,A,46.024348,8.261237
PIETRA LIGURE,S04520,Liguria,2,A,44.145345,8.277403
PIETRABISSARA,S04209,Liguria,2,A,44.658637,8.926969
PIETRAGALLA,S11213,Basilicata,15,A,40.753314,15.79211
PIETRAPAOLA,S11816,Calabria,17,A,39.540121,16.860819
PIETRARSA,S09801,Campania,18,A,40.822433,14.32058
PIETRASANTA,S06012,Toscana,13,A,43.95583,10.229731
PIETRELCINA,S09508,Campania,18,A,41.18865,14.832469
PIEVE ALBIGNOLA,S00402,Lombardia,1,A,45.116248,8.959723
PIEVE EMANUELE,S01104,N/A,N/A,N/A,N/A,N/A
PIEVE LIGURE,S04711,Liguria,2,A,44.372644,9.090975
PIEVE VERGONTE,S00004,Piemonte,3,A,46.009783,8.276298
PIEVETTA,S00922,Piemonte,3,A,44.257449,8.021744
PIGNATARO MAGGIORE,S09207,Campania,18,A,41.17384,14.160545
PILZONE,N00211,N/A,N/A,N/A,N/A,N/A
PINAROLO PO,S01931,Lombardia,1,A,45.073415,9.170273
PINEROLO,S00517,Piemonte,3,Pinerolo,44.887673,7.337402
PINEROLO OLIMPICA,S00082,Piemonte,3,A,44.893325,7.349043
PINETO,S08334,Lazio,5,A,41.909222,12.438385
PINETO ATRI,S07806,Abruzzo,19,A,42.607736,14.069072
PINO CONFINE,S13966,N/A,N/A,N/A,N/A,N/A
PINO T.,S01110,N/A,N/A,N/A,N/A,N/A
PINZANO,S03055,Friuli-Venezia Giulia,10,Pinzano,46.179217,12.950779
PIOLTELLO LIMITO,S01703,Lombardia,1,A,45.486019,9.329319
PIOMBINO,S06770,Toscana,13,A,42.924854,10.530959
PIOMBINO BINARI MARE,S06775,Toscana,13,Piombino bin.Mare,42.928931,10.54525
PIOMBINO DESE,S02509,Veneto,12,A,45.60944,12.00058
PIONA,S01406,Lombardia,1,A,46.124696,9.350759
PIOPPE DI SALVARO,S05106,Emilia Romagna,8,A,44.310761,11.161785
PIOVE DI SACCO,S02598,N/A,N/A,N/A,N/A,N/A
PIRAINETO,S12125,Sicilia,14,Piraineto,38.169148,13.14256
PISA BINARI AEROPORTO,S06450,Toscana,13,A,43.698555,10.398436
PISA CENTRALE,S06500,Toscana,13,Pisa,43.70794,10.398183
PISA SAN ROSSORE,S06501,Toscana,13,Pisa S.Rossore,43.723702,10.387363
PISCINA DI PINEROLO,S00515,Piemonte,3,A,44.921744,7.425482
PISCIOLO,S09625,Basilicata,15,A,41.018914,15.565446
PISCIOTTA PALINURO,S11712,Campania,18,A,40.091539,15.243601
PISOGNE,N00217,N/A,N/A,N/A,N/A,N/A
PISTICCI,S11459,Basilicata,15,A,40.420848,16.552181
PISTOIA,S06414,Toscana,13,Pistoia,43.926804,10.914624
PISTOIA OVEST,S05151,N/A,N/A,N/A,N/A,N/A
PITECCIO,S05116,Toscana,13,A,44.009786,10.9013
PIVKA,S44100,N/A,N/A,N/A,N/A,N/A
PIZZIGHETTONE,S01911,Lombardia,1,A,45.181772,9.777133
PIZZO,S11753,Calabria,17,A,38.726323,16.150615
PLAUS,S02212,N/A,9,A,46.65844,11.041057
PLOAGHE,S12816,Sardegna,20,A,40.66132,8.728075
PM GROTTALUPARA,S11514,N/A,N/A,N/A,N/A,N/A
POCAPAGLIA,S00842,Piemonte,3,A,44.701066,7.892496
POGGIBONSI,S06805,Toscana,13,Poggibonsi,43.468093,11.149455
POGGIO - CAREGGINE - VAGLI,S06323,Toscana,13,A,44.148541,10.350626
POGGIO FIDONI,S07428,Lazio,5,A,42.395811,12.795429
POGGIO IMPERIALE,S11023,Puglia,16,A,41.805561,15.35707
POGGIO MIRTETO,S08213,Lazio,5,A,42.242187,12.633043
POGGIO RENATICO,S05720,Emilia Romagna,8,A,44.767292,11.483701
POGGIO RUSCO,S05308,Lombardia,1,Poggio Rusco,44.981859,11.124627
POGGIORSINI,S11305,Puglia,16,A,40.935221,16.266897
POGGIRIDENTI-TRESIVIO-PIATEDA,S01433,Lombardia,1,A,46.166888,9.93382
POGLIOLA,S00904,Piemonte,3,A,44.399796,7.75057
POLESELLA,S05708,Veneto,12,A,44.961039,11.738498
POLICASTRO BUSSENTINO,S11718,Campania,18,A,40.076482,15.528438
POLICORO TURSI,S11802,Basilicata,15,A,40.207304,16.688819
POLIGNANO A MARE,S11128,Puglia,16,A,40.990926,17.218676
POLLA,S09903,Campania,18,A,40.512921,15.497238
POLLENZA,S07305,Marche,11,A,43.240933,13.367031
POLLINA,S12021,Sicilia,14,A,38.018,14.175943
POMBIA,S01125,Piemonte,3,A,45.649547,8.637037
POMEZIA - S.PALOMBA,S08601,Lazio,5,A,41.706171,12.573611
POMPEI,S09810,Campania,18,A,40.745918,14.501109
PONT,S00890,Liguria,2,A,45.420436,7.60442
PONT SAINT MARTIN,S00149,Valle d'Aosta,4,Pont Saint Martin,45.589834,7.795024
PONTASSIEVE,S06904,Toscana,13,Pontassieve,43.773949,11.437904
PONTE A ELSA,S06807,Toscana,13,A,43.694385,10.906008
PONTE A MORIANO,S06312,Toscana,13,A,43.908371,10.534264
PONTE A TRESSA,S06869,Toscana,13,A,43.250844,11.39617
PONTE ALBANITO,S09325,Puglia,16,A,41.35148,15.532976
PONTE CASALDUNI,S09309,Campania,18,A,41.214169,14.696458
PONTE DELLA VENTURINA,S05123,Emilia Romagna,8,A,44.128589,10.990756
PONTE DI BRENTA,S02585,Veneto,12,A,45.429216,11.947734
PONTE DI PIAVE,S02763,Veneto,12,A,45.719624,12.460683
PONTE D`ADDA,S01912,Lombardia,1,A,45.184352,9.790737
PONTE D`ADIGE,S02225,N/A,9,A,46.485444,11.297719
PONTE GALERIA,S08403,Lazio,5,Ponte Galeria,41.818349,12.344733
PONTE GARDENA,S02020,N/A,9,A,46.6012,11.53251
PONTE GINORI,S06752,Toscana,13,A,43.335594,10.740536
PONTE IN VALTELLINA,S01434,Lombardia,1,A,46.162631,9.975895
PONTE NELLE ALPI POLPET,S02558,Veneto,12,Ponte nelle Alpi,46.182328,12.277604
PONTE PARRANO DI NOCERA UMBRA,S07233,Umbria,6,A,43.137437,12.776376
PONTE S. CONO,S09841,N/A,N/A,N/A,N/A,N/A
PONTE S.MARCO - CALCINATO,S02082,Lombardia,1,A,45.473788,10.409018
PONTE S.PIETRO,S01528,Lombardia,1,Ponte S.Pietro,45.69916,9.584322
PONTE TICINO,N00053,N/A,N/A,N/A,N/A,N/A
PONTEBBA,S03010,Friuli-Venezia Giulia,10,A,46.508463,13.311357
PONTECAGNANO,S09821,Campania,18,A,40.641033,14.870272
PONTECCHIO MARCONI,S05103,Emilia Romagna,8,A,44.42294,11.26919
PONTECURONE,S01809,Piemonte,3,A,44.962014,8.929717
PONTEDERA CASCIANA TERME,S06506,Toscana,13,A,43.662145,10.628773
PONTELAGOSCURO,S05711,Emilia Romagna,8,Pontelagoscuro,44.873216,11.612526
PONTELAMBRO - CASTELMARTE,S01097,N/A,N/A,N/A,N/A,N/A
PONTELANDOLFO,S09504,Campania,18,A,41.29578,14.712051
PONTELATONE,S09027,N/A,N/A,N/A,N/A,N/A
PONTENURE,S05005,Emilia Romagna,8,A,45.001687,9.792103
PONTETTO,S04710,Liguria,2,A,44.377309,9.07696
PONTI,S00871,Piemonte,3,A,44.629979,8.365262
PONTICINO,S06913,Toscana,13,A,43.481446,11.71657
PONTIDA,S01526,Lombardia,1,A,45.730084,9.511632
PONTREMOLI,S06163,Toscana,13,Pontremoli,44.371976,9.887795
PONZANA,S00247,Piemonte,3,A,45.402685,8.522689
PONZANO MAGRA,S06200,Liguria,2,A,44.136227,9.934115
POPOLANO,S06612,Toscana,13,A,44.102323,11.649045
POPOLI VITTORITO,S07703,Abruzzo,19,A,42.172354,13.826152
POPPI,S06074,N/A,N/A,N/A,N/A,N/A
POPULONIA,S06773,Toscana,13,A,42.996412,10.540659
PORCARI,S06406,Toscana,13,A,43.831263,10.619212
PORDENONE,S02701,Friuli-Venezia Giulia,10,Pordenone,45.956281,12.654126
PORRENA - STRADA - MONTEM.,S06073,N/A,N/A,N/A,N/A,N/A
PORRETTA  TERME,S05110,Emilia Romagna,8,Porretta Terme,44.155757,10.978039
PORTA VENEZIA,N00094,N/A,N/A,N/A,N/A,N/A
PORTACOMARO,S00344,Piemonte,3,A,44.957169,8.224345
PORTICHETTO - LUISAGO,N00040,N/A,N/A,N/A,N/A,N/A
PORTICI- ERCOLANO,S09802,Campania,18,A,40.809907,14.335809
PORTO CERESIO,S01200,Lombardia,1,Porto Cceresio,45.903675,8.900357
PORTO DI VASTO,S07822,Abruzzo,19,A,42.167774,14.698057
PORTO D`ASCOLI,S07514,Marche,11,Porto d`Ascoli,42.912792,13.896813
PORTO EMPEDOCLE,S12214,Sicilia,14,Porto Empedocle,37.291539,13.537862
PORTO RECANATI,S07504,Marche,11,A,43.433726,13.661464
PORTO S. ELPIDIO,S07507,Marche,11,A,43.256855,13.760749
PORTO S. GIORGIO FERMO,S07508,Marche,11,A,43.17972,13.7975
PORTO TORRES,S12802,Sardegna,20,Porto Torres,40.833045,8.39642
PORTO VALTRAVAGLIA,S01116,Lombardia,1,A,45.958219,8.674141
PORTO VARALLO POMBIA,S01124,Piemonte,3,A,45.677697,8.638383
